PLAY,2008,No,
BSAA,BSAT,BSBA,BSBT,BSCA,BSCT,BSFA,BSFT,BSGA,BSGT,BSPA,BSPT,BSSA,BSST,BSTA,BSTT,BSWA,BSWT,EPAV,ISCN,PACC,PAGE,PAGI,PAWR,PBCV,PBKT,PBOT,PBRE,PBSG,PBSK,PCAR,PCEL,PCMT,PCOL,PCON,PCPH,PCSA,PCTH,PCYL,PDPI,PDRO,PDRR,PEGO,PELU,PEPS,PEYE,PFHO,PFLA,PFMK,PFMS,PFNA,PFPB,PGHE,PGID,PGSL,PHAN,PHGT,PHLM,PHSN,PHTN,PICN,PIMP,PINJ,PJEN,PJER,PJMP,PJTY,PKAC,PKPR,PKRT,PLBD,PLBK,PLBP,PLCI,PLCP,PLDT,PLEL,PLHA,PLHS,PLHT,PLHW,PLHY,PLIB,PLJM,PLKN,PLMC,PLMO,PLNA,PLPE,PLPL,PLPm,PLPO,PLPR,PLPU,PLRL,PLSA,PLSC,PLSH,PLSM,PLTH,PLTL,PLTR,PLTY,PLWR,PLZC,PMOR,PMPC,PMRR,PNEC,PNEK,POID,POVR,PPBF,PPBK,PPBS,PPLA,PPOS,PPTI,PQBS,PRBF,PRBK,PRBS,PREL,PRHA,PRKN,PRL2,PROL,PRSE,PRSH,PRTH,PRWR,PSA0,PSA1,PSA2,PSA3,PSA4,PSA5,PSA6,PSB0,PSB1,PSB2,PSB3,PSB4,PSB5,PSB6,PSBO,PSHG,PSKH,PSKI,PSPD,PSPL,PSPR,PSTA,PSTM,PSTN,PSTR,PSTY,PSXP,PTAD,PTAK,PTAM,PTAS,PTEN,PTGH,PTHA,PTHP,PTOP,PTOR,PTSA,PTUP,PUHE,PUND,PVCO,PVIS,PVSB,PVTS,PWGT,PYCF,PYRP,PYWT,SRRN,TGID,TRBH,TRBR,TRCB,TRCL,TRCT,TRDO,TRDP,TRDS,TRFB,TRFK,TRFP,TRFY,TRHM,TRIC,TRJR,TRPB,TRSB,TRSC,TRSP,TRSW,TRTA,TRTL,TRTR,TRTS,TRWU,TSPM,
1,0.068,0.905,0.217,0.92,2.925,0.8,0.2,1,0.05,0.1,0,1,0,1,0.045,0.5,0.5,0,0,93,24,92,54,60,47,0,0,53,21,55,1,6983,244,4,0,69,55,2,25,7,10,3,65,CrossenKeion_13483,7,0,0,35,38,Keion,0,203,13483,17,0,70,7,32,Garysburg,0,48,89,35,0,93,0,12,17,40,35256,15,1,44,0,22,0,36,0,65,1,-31,47,79,2,63,1,Crossen,62,100,34,99,54,76,15,10,61,18,71,2,1,16,38,11,56,0,1,10,0,0,13483,63,35,35,35,29,16,0,0,35,35,35,0,36,2,0,0,3,18,2,11,39,51,67,89,0,0,0,2,2,2,1,0,0,0,7,6,0,1,95,0,0,88,35,0,53,0,9332,20,54,31,40,1,80,21,52,0,35,253,27,0,0,4,3,2,246,25,50,2,0,20,32,0,0,3,0,0,0,0,0,0,0,2,0,1,1,0,2,0,1,1,0,0,0,0,0,0,1,
0.95,0.025,0.901,0.225,1,0.015,1,0.065,0.95,0.025,0,0,1,0.125,1,0.155,0.5,0.5,0,0,72,25,52,57,16,20,0,0,26,25,41,0,1032,55,4,0,69,39,2,29,7,15,3,18,CookeLogan_13484,0,0,0,45,10,Logan,0,5,13484,9,0,77,7,23,Darbun,0,64,87,9,1,61,0,68,92,10,58167,17,0,15,0,17,0,0,0,25,1,-31,24,14,2,13,1,Cooke,10,100,10,99,16,40,17,19,15,1,10,2,0,17,45,0,16,9,0,15,0,0,13484,70,21,21,21,17,20,0,0,21,21,21,0,0,2,0,0,3,1,2,0,39,51,67,90,0,0,0,2,2,2,1,0,0,0,7,6,0,0,67,0,0,86,60,0,56,0,9331,16,33,20,26,1,71,61,43,0,19,254,18,0,0,4,0,8,246,70,50,2,1,15,17,0,0,4,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,
0.852,0.625,0.806,0.525,1,0.2,0.7,0.8,1,0.475,0.125,0.05,1,0.8,0.905,0.425,0.5,0.5,0,0,89,24,81,51,35,31,0,0,59,12,51,1,6984,189,0,0,0,55,0,30,7,5,3,39,DonnersonKendall_13485,0,0,0,58,63,Kendall,0,267,13485,0,0,75,8,3,Maumelle,0,51,90,57,0,93,0,10,17,10,45496,15,1,42,0,20,0,39,0,77,0,-31,72,41,2,46,1,Donnerson,38,100,52,99,50,78,15,34,35,6,30,2,0,25,31,11,57,0,0,5,1,0,13485,61,45,45,45,6,14,23,0,45,45,45,0,39,2,0,0,1,6,2,11,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,87,0,0,84,0,0,72,0,9754,6,73,6,6,1,90,12,8,0,6,0,10,0,0,0,3,0,0,90,50,2,0,15,1009,0,0,3,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,
1,2.407,1,2.445,0.954,2.746,0.8,2.575,0.852,2.72,0.235,0,1,2.575,0.802,2.475,0.5,0.5,0,0,82,25,69,64,10,6,0,0,20,12,26,1,1137,37,4,0,69,22,2,36,7,5,3,12,CunninghamKorey_13486,0,0,0,58,10,Korey,0,210,13486,0,0,78,8,0,Montevallo,0,46,89,74,0,83,0,10,14,10,35383,81,0,15,0,7,6,14,0,20,0,-31,80,10,2,12,1,Cunningham,10,100,10,99,15,22,15,18,15,11,10,2,1,20,21,21,15,0,0,5,2,0,13486,61,71,66,66,6,9,0,0,63,64,64,6,14,2,0,0,5,11,2,21,39,51,67,89,0,0,0,2,2,2,1,0,0,0,7,6,1,1,74,0,0,81,40,0,84,0,9742,6,24,6,6,1,87,30,30,0,6,253,13,0,0,4,0,0,246,145,50,2,0,15,22,0,0,4,0,0,0,0,0,0,0,2,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,
1,0.125,0.901,0.297,1,0.057,1,0.075,1,0.103,0.05,0,1,0.075,0.875,0.075,0.5,0.5,0,0,92,24,90,51,76,70,0,0,24,22,70,1,4012,122,0,0,0,77,0,37,7,70,3,76,ProehlAustin_13487,0,0,0,101,10,Austin,0,1,13487,0,0,70,14,42,Lubbock,0,10,85,87,0,81,0,13,17,71,23735,20,1,75,0,3,0,35,0,15,1,-31,42,81,2,18,1,Proehl,10,100,10,99,24,36,72,41,72,18,77,2,1,35,12,0,25,0,1,73,3,0,13487,65,19,30,20,24,3,0,0,32,46,34,0,35,2,0,0,3,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,90,0,0,90,25,0,48,0,9896,14,25,19,29,1,73,32,36,0,23,0,19,0,0,0,3,0,0,15,50,2,0,78,1009,0,0,4,0,1,1,0,0,0,0,2,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,
1,2.357,1,2.445,0.954,2.746,0.8,2.575,0.852,2.72,0.235,0,1,2.675,0.802,2.475,0.5,0.5,0,0,74,22,62,72,16,9,0,0,74,12,31,4,0,234,4,0,61,30,4,197,6,5,3,18,KoromaTejan_13488,0,0,0,36,59,John,0,275,13488,0,0,74,7,43,West Jordan,0,10,86,91,0,63,0,10,12,9,64057,77,0,14,0,0,0,14,0,71,0,-31,82,11,2,15,1,Penisini,22,100,65,99,72,76,15,19,14,11,10,2,0,27,18,11,24,0,0,5,2,0,13488,68,62,61,58,6,12,19,0,63,63,62,0,14,2,31,0,5,11,2,11,57,71,89,112,0,0,0,4,4,4,5,0,0,0,17,6,0,1,65,0,0,64,15,0,86,0,9838,6,74,6,6,1,87,21,24,0,6,346,14,0,0,4,0,17,346,173,50,0,0,13,19,0,0,4,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,
1,2.357,1,2.445,0.954,2.746,0.8,2.575,0.852,2.72,0.235,0,1,2.675,0.802,2.475,0.5,0.5,0,0,82,25,61,51,10,7,0,0,20,12,45,2,7003,257,0,0,0,40,0,511,63,5,3,12,HillandConnor_13489,0,0,0,42,10,Connor,0,16,13489,0,0,76,7,45,Stafford,0,10,84,61,0,68,0,14,17,10,37559,73,0,15,0,0,6,13,0,20,0,-31,72,10,1,12,1,Hilland,10,100,10,99,15,30,15,30,15,2,10,2,0,20,23,11,15,0,0,5,2,0,13489,53,58,60,61,6,6,0,0,61,61,62,6,13,1,0,0,1,2,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,68,0,0,77,0,0,82,0,9799,6,30,6,6,1,85,30,30,0,6,0,12,0,0,0,0,0,0,143,50,2,0,15,1009,0,0,4,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,
1,2.507,0.8,2.353,0.758,2.681,1,2.481,0.902,2.461,0.102,0,1,2.581,1,2.415,0.5,0.5,0,0,78,24,55,44,10,6,0,0,29,12,40,2,7004,4,2,0,62,30,1,511,63,5,3,11,HassenauerJC_13490,0,0,0,60,10,JC,0,16,13490,13,0,74,8,22,Woodbury,0,23,87,60,0,69,0,12,16,10,31799,73,0,15,0,0,6,14,0,20,0,-31,75,10,2,11,1,Hassenauer,10,100,10,99,26,35,15,10,15,11,10,2,1,21,24,11,19,13,0,5,1,0,13490,52,61,59,58,6,6,0,0,63,62,59,0,15,2,0,0,5,11,2,14,46,62,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,65,1,1,85,0,0,84,0,9795,6,35,6,6,1,84,29,31,0,6,108,13,0,0,1,0,0,57,135,50,2,0,15,29,0,0,4,0,0,0,0,0,0,0,2,0,1,2,0,1,0,1,1,0,0,0,0,0,0,1,
1,2.357,1,2.445,0.954,2.746,0.8,2.575,0.852,2.72,0.235,0,1,2.675,0.802,2.475,0.5,0.5,0,0,79,25,72,65,10,5,0,0,30,12,35,4,3484,208,3,0,74,40,1,511,63,5,3,10,MorrisPatrick_13494,0,0,0,59,15,Patrick,0,280,13494,0,0,75,8,42,Denton,0,47,83,62,0,85,0,22,18,10,26807,68,0,15,0,0,0,15,0,15,0,-31,77,10,2,20,1,Morris,10,100,19,99,30,32,15,10,15,11,10,2,1,15,17,0,20,0,0,5,2,0,13494,60,64,67,71,6,7,0,0,60,64,66,0,15,2,0,0,5,11,2,0,42,55,74,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,68,0,0,81,1,0,87,0,9868,6,41,6,6,1,85,28,22,0,6,171,10,0,0,1,3,0,57,140,50,2,0,15,4,0,0,4,0,0,0,0,0,0,0,2,0,1,1,0,1,0,1,1,0,0,0,0,0,0,3,
1,0.068,0.905,0.217,0.92,2.925,0.8,0.2,1,0.05,0.1,0,1,0,1,0.045,0.5,0.5,0,0,93,26,91,50,67,66,0,0,46,16,61,1,6732,233,1,0,68,65,1,511,63,10,3,61,NicholsDeatrick_13497,3,0,0,38,35,Deatrick,0,134,13497,0,0,70,7,8,Miami,0,35,91,39,0,88,0,12,17,45,17078,14,1,39,0,0,9,9,0,44,0,-31,45,72,2,63,1,Nichols,65,100,30,99,52,64,15,35,61,4,67,2,1,10,38,0,59,0,0,12,3,0,13497,60,35,35,35,6,16,27,0,35,35,35,9,9,2,0,0,3,4,2,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,91,0,0,90,20,0,57,0,9873,6,46,6,6,1,79,19,22,0,6,68,10,0,0,0,0,0,0,29,50,2,0,24,27,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,2,0,1,1,0,0,0,0,0,0,1,
0.75,0.1,0.76,0.445,0.8,2.935,0.8,0.075,0.875,0.148,0.125,0,1,0.075,0.951,0.175,0.5,0.5,0,0,91,24,85,56,59,56,0,0,50,16,58,2,4945,296,3,0,74,59,1,511,63,10,3,60,ThomasTavierre_13498,0,0,0,57,43,Tavierre,0,222,13498,17,0,70,8,21,Detroit,0,50,89,20,0,81,0,14,18,45,22840,12,1,37,0,0,0,12,0,46,0,-31,47,71,2,63,1,Thomas,67,100,35,99,55,66,14,31,60,7,63,2,1,32,38,11,61,0,0,13,3,0,13498,62,35,35,35,6,16,0,0,35,35,35,0,12,2,0,0,3,7,2,11,42,55,74,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,93,0,0,89,15,0,55,0,9938,6,53,6,6,1,79,25,25,0,6,171,13,0,0,3,3,0,171,45,50,2,1,23,5,0,0,2,0,0,0,0,0,0,0,2,0,1,1,0,2,0,2,1,0,0,0,0,0,0,1,
1,0.068,0.905,0.217,0.92,2.925,0.8,0.2,1,0.05,0.1,0,1,0,1,0.045,0.5,0.5,0,0,88,25,81,43,58,52,0,0,43,15,58,1,7006,55,0,0,0,53,0,511,63,10,3,65,DurrLashard_13501,0,0,0,59,31,Lashard,0,222,13501,0,0,71,8,23,Gulfport,0,31,88,24,0,78,0,11,10,45,50358,15,1,29,0,0,0,3,0,45,0,-31,45,71,2,59,1,Durr,68,100,26,99,46,68,12,31,63,6,68,2,1,25,38,0,61,0,0,10,3,0,13501,53,35,10,35,6,16,17,0,35,18,35,0,3,2,0,0,8,6,2,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,90,0,0,88,50,0,54,0,9760,6,50,6,6,1,77,25,25,0,6,0,10,0,0,0,0,0,0,28,50,2,0,20,1009,0,0,4,0,0,0,0,0,0,0,2,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,
0.75,0.1,0.76,0.445,0.8,2.935,0.8,0.075,0.875,0.148,0.125,0,1,0.075,0.951,0.175,0.5,0.5,0,0,90,22,83,56,57,41,0,0,48,10,57,1,2454,231,2,0,62,60,1,511,63,12,3,54,JacksonRobert_13502,0,0,0,56,35,Robert,0,234,13502,0,0,73,8,8,Fort Myers,0,45,85,34,0,91,0,14,15,30,19640,15,1,40,0,0,0,11,0,44,0,-31,45,63,2,61,1,Jackson,67,100,32,99,55,65,45,38,53,4,60,2,1,31,38,0,58,0,1,19,0,0,13502,60,35,35,35,6,16,0,0,35,35,35,0,11,2,0,0,3,4,2,0,46,62,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,91,3,3,88,30,0,59,0,134,6,51,6,6,1,83,15,25,0,6,108,12,0,0,1,0,0,50,42,50,2,0,29,5,0,0,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,
1,0.068,0.905,0.217,0.92,2.925,0.8,0.2,1,0.05,0.1,0,1,0,1,0.045,0.5,0.5,0,0,93,24,90,71,58,43,0,0,47,10,53,1,7008,212,1,0,68,54,1,511,63,10,3,64,MoseleyEmmanuel_13504,0,0,0,57,42,Emmanuel,0,203,13504,7,0,71,8,32,Greensboro,0,10,92,41,0,91,0,11,10,45,51512,16,1,33,0,0,0,35,0,53,1,-31,51,71,2,68,1,Moseley,70,100,37,99,71,71,12,31,61,18,62,2,0,25,40,0,70,7,0,10,3,0,13504,71,35,10,35,6,16,0,0,35,18,35,0,35,2,0,0,3,18,2,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,91,0,0,89,35,0,59,0,9869,6,65,6,6,1,82,25,25,0,6,68,11,0,0,3,3,0,135,24,50,2,1,20,15,0,0,4,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,
1,0.068,0.905,0.217,0.92,2.925,0.8,0.2,1,0.05,0.1,0,1,0,1,0.045,0.5,0.5,0,0,91,24,85,76,66,63,0,0,57,33,61,1,5226,120,3,0,74,67,1,511,63,21,3,72,WardCharvarius_13507,0,0,0,57,47,Charvarius,0,206,13507,18,0,73,8,23,McComb,0,81,88,35,0,89,0,12,15,42,33336,16,1,55,0,0,0,35,0,64,1,-31,56,79,2,69,1,Ward,80,100,41,99,76,75,39,54,65,18,72,2,0,63,38,0,74,18,0,28,0,0,13507,75,35,23,35,21,16,0,0,35,35,35,0,35,2,0,0,8,18,2,0,42,55,74,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,91,0,0,91,35,0,65,0,9951,7,73,11,16,1,79,36,21,0,22,171,14,0,0,3,0,0,171,40,50,2,0,31,9,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,
1,0.068,0.905,0.217,0.92,2.925,0.8,0.2,1,0.05,0.1,0,1,0,1,0.045,0.5,0.5,0,0,89,24,91,63,58,44,0,0,56,10,53,1,2223,239,3,0,75,56,1,511,63,10,3,53,HerndonTre_13508,0,0,0,9,48,Tre,0,221,13508,15,0,71,2,41,Chattanooga,0,52,83,37,0,83,0,11,10,65,10552,16,1,40,0,0,0,34,0,53,0,-31,54,71,2,64,1,Herndon,65,100,44,99,63,74,12,31,60,18,62,2,1,25,38,0,62,0,1,10,0,0,13508,64,35,10,35,6,16,0,0,35,18,35,0,34,2,0,0,8,18,2,0,42,55,74,0,0,0,0,0,0,1,0,0,0,0,1,6,1,1,89,0,0,89,20,0,56,0,9337,6,61,6,6,1,82,25,25,0,6,172,11,0,0,3,3,0,171,25,50,2,1,20,17,0,0,4,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,
0.75,0.1,0.76,0.445,0.8,2.935,0.8,0.075,0.875,0.148,0.125,0,1,0.075,0.951,0.175,0.5,0.5,0,0,91,24,80,58,60,51,0,0,54,11,57,1,4145,111,1,0,68,62,1,511,63,16,3,57,ReavisCJ_13509,0,0,0,57,43,CJ,0,274,13509,15,0,72,8,45,Chester,0,55,84,39,0,79,0,17,18,63,56631,18,1,52,0,0,0,33,0,81,0,-31,52,68,2,70,1,Reavis,72,100,32,99,56,74,22,48,55,18,62,2,1,30,42,0,72,15,2,23,0,0,13509,64,34,35,33,6,17,14,0,34,35,33,0,33,2,0,0,8,18,2,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,86,0,0,89,35,0,58,0,9902,10,65,12,14,1,80,26,27,0,6,68,10,0,0,0,3,0,0,38,50,2,0,33,14,0,0,3,0,0,0,0,0,0,0,2,0,1,1,0,2,0,1,1,0,0,0,0,0,0,1,
1,0.068,0.905,0.217,0.92,2.925,0.8,0.2,1,0.05,0.1,0,1,0,1,0.045,0.5,0.5,0,0,88,25,85,48,64,54,0,0,47,15,60,1,1191,215,0,0,0,54,0,511,63,11,3,62,DavisAntwuan_13511,0,0,0,39,41,Antwuan,0,203,13511,0,0,71,7,42,Bastrop,0,10,87,49,0,79,0,15,18,46,29239,15,1,39,0,0,0,1,0,54,0,-31,45,74,2,62,1,Davis,67,100,35,99,53,70,27,29,60,6,69,2,1,28,38,11,56,0,3,16,3,0,13511,56,34,33,33,6,16,0,0,34,35,33,0,1,2,0,0,3,6,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,88,0,0,90,35,0,75,0,9743,6,53,6,6,1,73,26,27,0,6,0,10,0,0,0,3,0,0,36,50,2,0,26,1009,0,0,3,0,0,0,0,0,0,0,2,0,1,1,0,2,0,1,1,0,0,0,0,0,0,1,
1,0.068,0.905,0.217,0.92,2.925,0.8,0.2,1,0.05,0.1,0,1,0,1,0.045,0.5,0.5,0,0,92,24,81,57,72,66,0,0,54,16,65,1,0,160,3,0,74,60,1,511,63,12,3,76,MooreAJ_13512,0,0,0,101,35,AJ,0,117,13512,0,0,71,14,23,Bassfield,0,46,87,33,0,82,0,17,19,39,32183,14,1,48,0,0,0,30,0,56,0,-31,44,78,2,63,1,Moore Jr,67,100,30,99,56,74,15,35,60,4,75,2,0,10,41,0,67,0,0,16,0,0,13512,62,35,35,35,6,18,0,0,35,35,35,0,30,2,31,0,8,4,2,0,42,55,74,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,91,0,0,91,30,0,53,0,9867,6,63,6,6,1,81,19,22,0,6,171,10,0,0,3,0,0,171,40,50,2,1,20,32,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,
1,0.068,0.905,0.217,0.92,2.925,0.8,0.2,1,0.05,0.1,0,1,0,1,0.045,0.5,0.5,0,0,92,25,87,45,60,54,0,0,50,14,60,1,4813,228,0,0,0,65,0,511,63,11,3,62,SummersJamar_13516,0,0,0,57,41,Jamar,0,134,13516,19,0,72,8,29,Orange,0,10,87,21,0,89,0,12,17,45,29367,18,1,43,0,0,0,38,0,58,0,-31,45,74,2,61,1,Summers,65,100,35,99,48,72,30,38,60,21,65,2,1,36,38,0,55,19,3,14,0,0,13516,56,35,35,35,6,16,0,0,35,35,35,0,38,2,0,0,3,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,87,0,0,91,40,0,53,0,9930,6,47,6,6,1,79,36,36,0,6,0,10,0,0,0,3,0,0,30,50,2,0,24,1009,0,0,2,0,0,0,0,0,0,0,2,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,
1,0.068,0.905,0.217,0.92,2.925,0.8,0.2,1,0.05,0.1,0,1,0,1,0.045,0.5,0.5,0,0,91,24,88,48,60,54,0,0,41,14,60,1,3143,219,0,0,0,57,0,511,63,11,3,63,MathisTrevon_13517,0,0,0,9,45,Trevon,0,233,13517,17,0,72,2,37,Pittsburgh,0,10,86,35,0,89,0,15,17,45,25655,18,1,35,0,0,0,2,0,47,0,-31,48,74,2,61,1,Mathis,66,100,35,99,51,66,21,38,60,4,65,2,1,36,38,0,57,0,0,14,1,0,13517,57,35,35,35,6,16,0,0,35,35,35,0,2,2,0,0,3,4,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,87,0,0,91,40,0,54,0,9859,6,52,6,6,1,79,36,36,0,6,0,10,0,0,0,0,0,0,20,50,2,0,24,1009,0,0,2,0,0,0,0,0,0,0,2,0,1,1,0,2,0,1,1,0,0,0,0,0,0,1,
1,0.068,0.905,0.217,0.92,2.925,0.8,0.2,1,0.05,0.1,0,1,0,1,0.045,0.5,0.5,0,0,88,24,86,58,59,52,0,0,50,10,58,1,7010,168,1,0,61,63,1,511,63,10,3,57,OlumbaDonovan_13518,0,0,0,57,28,Donovan,0,222,13518,17,0,74,8,2,Tucson,0,45,85,26,0,86,0,15,11,45,54327,15,1,54,0,0,0,35,0,59,0,-31,52,67,2,63,1,Olumba,72,100,25,99,56,66,15,21,61,18,64,2,1,25,40,0,65,17,0,10,3,0,13518,60,35,35,35,6,16,11,0,35,35,35,0,35,2,0,0,13,18,2,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,85,1,1,90,25,0,57,0,0,6,55,6,6,1,78,21,22,0,6,61,10,0,0,1,3,0,50,45,50,2,0,20,5,0,0,2,0,0,0,0,0,0,0,2,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,
0.75,0.1,0.76,0.445,0.8,2.935,0.8,0.075,0.875,0.148,0.125,0,1,0.075,0.951,0.175,0.5,0.5,0,0,90,24,91,56,55,54,0,0,54,16,66,2,3116,65,1,0,75,61,1,511,63,10,3,59,MarshallTrey_13520,0,0,0,47,51,Trey,0,222,13520,0,0,72,10,8,Orlando,0,42,88,36,1,87,0,20,20,43,26808,12,1,58,0,0,0,38,0,82,0,-31,49,74,2,58,1,Marshall,63,100,40,99,59,75,14,31,61,21,69,2,1,32,41,10,64,0,0,13,3,0,13520,63,35,35,35,6,18,0,0,35,35,35,0,38,2,0,0,3,21,2,10,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,88,0,0,89,15,0,55,0,9856,6,71,6,6,1,83,25,25,0,6,75,13,0,0,2,3,0,105,47,50,2,1,23,4,0,0,2,0,0,0,0,0,0,0,2,0,1,1,0,1,0,2,1,0,0,0,0,0,0,1,
1,0.068,0.905,0.217,0.92,2.925,0.8,0.2,1,0.05,0.1,0,1,0,1,0.045,0.5,0.5,0,0,87,25,87,44,64,55,0,0,48,15,60,1,762,151,0,0,0,70,0,511,63,11,3,62,CampbellElijah_13522,2,0,0,34,41,Elijah,0,76,13522,0,0,71,7,22,St Paul,0,10,85,43,0,92,0,17,18,56,50103,15,1,45,0,0,0,38,0,54,0,-31,46,74,2,67,1,Campbell,71,100,35,99,48,69,27,29,62,21,65,2,1,28,42,11,72,0,0,16,0,0,13522,59,34,33,33,6,18,0,0,34,34,33,0,38,2,0,0,8,21,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,92,0,0,90,35,0,61,0,9726,6,56,6,6,1,77,26,27,0,6,0,10,0,0,0,0,0,0,30,50,2,0,26,1009,0,0,3,0,0,1,0,0,0,0,2,0,1,1,0,2,0,1,1,0,0,0,0,0,0,1,
0.75,0.1,0.76,0.445,0.8,2.935,0.8,0.075,0.875,0.148,0.125,0,1,0.075,0.951,0.175,0.5,0.5,0,0,90,26,93,45,60,53,0,0,55,11,56,1,7011,27,0,0,0,60,0,511,63,16,3,62,HannemannMicah_13523,0,0,0,58,43,Micah,0,39,13523,0,0,72,8,43,Alpine,0,10,87,35,0,84,0,17,18,65,31670,18,1,42,0,0,0,8,0,70,0,-31,57,75,2,63,1,Hannemann,72,100,32,99,43,70,15,48,60,21,63,2,0,30,42,11,68,0,0,23,0,0,13523,59,34,35,33,6,18,0,0,34,30,33,0,8,2,0,0,3,21,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,87,0,0,89,35,0,65,0,9791,10,67,12,14,1,83,26,27,0,6,0,10,0,0,0,0,0,0,35,50,2,0,27,1009,0,0,3,0,0,0,0,0,0,0,2,0,1,1,0,2,0,1,1,0,0,0,0,0,0,1,
0.75,0.1,0.76,0.5333334,0.8,0.5333334,0.8,0.075,0.875,0.5333334,0.125,0,0.9,0.5333334,0.9,0.5333334,0.5,0.5,0,0,89,22,86,72,64,52,0,0,64,10,54,1,0,8,4,0,81,49,4,107,4,10,3,63,MeanderMontrel_13524,0,0,0,39,49,Akeem,0,203,13524,15,0,74,7,32,Thomasville,0,63,89,59,0,83,0,17,18,45,44089,17,1,29,0,0,0,12,0,73,0,-31,63,56,2,68,1,Davis-Gaither,57,100,36,99,71,76,18,43,43,4,60,2,1,48,42,0,66,0,0,14,0,0,13524,68,34,25,33,6,13,5,0,34,35,33,0,12,2,31,0,3,4,2,0,39,49,62,80,0,0,0,42,42,42,44,0,0,0,170,6,0,1,87,0,0,90,33,0,64,0,9866,6,69,6,6,0,87,26,27,0,6,400,14,0,0,0,3,81,411,64,50,0,0,24,2,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,1,0,2,1,0,0,0,0,0,0,1,
0.75,0.1,0.76,0.445,0.8,2.935,0.8,0.075,0.875,0.148,0.125,0,1,0.075,0.951,0.175,0.5,0.5,0,0,91,26,86,57,67,58,0,0,50,11,53,1,719,97,2,0,70,67,1,511,63,50,3,68,BurtonDeante_13527,0,0,0,40,44,Deante,0,110,13527,0,0,74,7,15,Manhattan,0,42,86,33,0,90,0,17,18,30,25398,15,1,57,0,0,0,11,0,55,0,-31,45,77,2,61,1,Burton,69,100,37,99,57,73,51,51,62,6,70,2,1,37,38,11,62,0,2,56,3,0,13527,61,34,20,33,6,16,0,0,34,42,33,0,11,2,0,0,3,6,2,11,53,70,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,88,0,0,88,38,0,61,0,9721,6,54,6,6,1,80,26,27,0,6,123,10,0,0,1,3,0,57,45,50,3,0,60,11,0,0,3,0,0,0,0,0,0,0,2,0,0,1,0,2,0,1,1,0,0,0,0,0,0,1,
